1.6e-05	0.00435	1.6e-05	1.04349999332
2.3e-05	0.004229	2.3e-05	1.0422899862
0.000127	0.004135	0.000127	1.04134957915
0.005142	0.004103	0.005142	1.04034193626
0.008492	0.004192	0.008492	1.0400520916
0.00862	0.004192	0.00862	1.03999578584
0.008636	0.004192	0.008636	1.03998869018
0.008723	0.004143	0.008723	1.03945984998
0.008815	0.004103	0.008815	1.0390183746
0.010096	0.004142	0.010096	1.03878776524
0.0101	0.004128	0.0101	1.03864568755
0.012301	0.004239	0.012301	1.03850217932
0.012305	0.004163	0.012305	1.03773958353
0.012561	0.004163	0.012561	1.03757865448
0.012592	0.004128	0.012592	1.03720890542
0.012819	0.004135	0.012819	1.03713329364
0.01333	0.004143	0.01333	1.03687664212
0.013331	0.004143	0.013331	1.03687597132
0.013334	0.004143	0.013334	1.03687395862
0.014198	0.004143	0.014198	1.03627693217
0.014226	0.004143	0.014226	1.03625700806
0.0164	0.004294	0.0164	1.03611219306
0.016431	0.004295	0.016431	1.03609707341
0.016432	0.004294	0.016432	1.03608625984
0.016467	0.004295	0.016467	1.03606784653
0.016505	0.004295	0.016505	1.03603693442
0.01653	0.004295	0.01653	1.03601656307
0.01656	0.004166	0.01656	1.03470175577
0.017212	0.004192	0.017212	1.03442007149
0.017233	0.004135	0.017233	1.0338321611
0.017245	0.004135	0.017245	1.03382200701
0.018678	0.004229	0.018678	1.03350578168
0.019415	0.004295	0.019415	1.03348647857
0.019951	0.004231	0.019951	1.03233818551
0.020497	0.004231	0.020497	1.03180883953
0.020536	0.004165	0.020536	1.0311103223
0.020695	0.004131	0.020695	1.0306135806
0.020753	0.004103	0.020753	1.03027609541
0.020849	0.000387	0.020849	0.993005386347
0.049969	0.004291	0.049969	0.99300453464
0.051157	0.004293	0.051157	0.991328435676
0.051837	0.004307	0.051837	0.990507202328
0.053265	0.004251	0.053265	0.987951814663
0.053779	0.004143	0.053779	0.986160511314
0.054199	0.004149	0.054199	0.985645729844
0.055292	0.004295	0.055292	0.985631496288
0.057456	0.004334	0.057456	0.983180994383
0.057555	0.004289	0.057555	0.982602577016
0.057757	0.004237	0.057757	0.981822594751
0.057907	0.004175	0.057907	0.981009547637
0.057909	0.004173	0.057909	0.980986941604
0.058675	0.004225	0.058675	0.980542718243
0.0597257423493	0.004293	0.0597257423493	0.979929048648
0.061587	0.004299	0.061587	0.977782592657
0.06159	0.004139	0.06159	0.976173544898
0.0627302034119	0.004192	0.0627302034119	0.975414089714
0.063344619732	0.004254	0.063344619732	0.975360839265
0.06351	0.004261	0.06351	0.975251784442
0.063728	0.004238	0.063728	0.974786209264
0.063731	0.004129	0.063731	0.973688913543
0.063854	0.00122	0.063854	0.944354779216
0.262168	0.004397	0.262168	0.89920171205
0.262198	0.004141	0.262198	0.896267235487
0.26296	0.004256	0.26296	0.892089919626
0.263796	0.004263	0.263796	0.886242332726
0.264175	0.004295	0.264175	0.883899668049
0.264904	0.004295	0.264904	0.878742609217
0.266254	0.005029	0.266254	0.877026441257
0.26627	0.004293	0.26627	0.869077333811
0.266286	0.004285	0.266286	0.868879343077
0.266526	0.004293	0.266526	0.86727352422
0.26661	0.004255	0.26661	0.866277089433
0.267056	0.004256	0.267056	0.863149064293
0.267187	0.004238	0.267187	0.862036172133
0.267949	0.004238	0.267949	0.856686630814
0.269001	0.004293	0.269001	0.849913624634
0.269173	0.004325	0.269173	0.849054873014
0.269241	0.004325	0.269241	0.848580703632
