0.746436729963	3.719275	10.9658773976	-0.676525955958	-210.609825683	-0.411388270037
0.024103297791	3.70143592205	13.2019238188	-7.08082636084	-211.298791146	-1.08020446837
-1.026757	3.24412	16.1973325114	-14.2768875744	-213.421455489	-0.759117
-1.026597	3.267144	16.3002313171	-14.3793149167	-213.271868683	-0.828029
-1.432257	2.90132711434	17.3954329098	-16.5053577957	-214.530940862	-0.136238343009
-1.64522926471	2.78882148285	18.4875786898	-18.0069456799	-214.515695403	-0.0116937132702
-1.432101	3.270056	18.9324715173	-18.0420632431	-212.255820483	-1.242269
-1.431078	3.279527	18.9685395858	-18.0759453437	-212.196718414	-1.269659
-1.431077	3.279856	18.9700327607	-18.0774363807	-212.194563239	-1.270645
-1.741869	2.791893	19.2124641366	-18.8877015234	-214.171225863	-0.117548
-1.800618	2.88772317966	20.0081959849	-19.769060803	-213.418829656	-0.463787538967
-1.65671278146	3.22924719974	20.3410914436	-19.8799581107	-211.827265283	-1.34445438068
-1.800618	3.076226	20.755411585	-20.5162764031	-212.294608415	-1.029296
-1.800618	3.08134628864	20.7766995552	-20.5375643732	-212.263079868	-1.04465686593
-1.63767059906	3.4828356868	21.3971204349	-20.9035084392	-210.187890588	-2.08617765945
-2.177765	2.77015188825	22.5871581027	-22.7333227075	-212.583598121	-0.488220664765
-2.218669	2.788821	22.9970487016	-23.16790157	-212.299985298	-0.585132
-2.177769	2.907865	23.0937026756	-23.2398698582	-211.801643324	-0.901364
-2.177765	2.91504859752	23.1211315261	-23.2672961309	-211.759831279	-0.922910792562
-2.06955	3.3528026478	24.096917502	-24.1616302995	-209.475677202	-2.12795794339
-1.568103	4.282819	25.5082596054	-24.8898275868	-204.198514395	-4.41656
-1.793386	4.104698	26.0289270162	-25.7796236712	-204.935220984	-4.10748
-2.63192152313	2.91504859752	27.1221081273	-27.354704839	-209.57548077	-1.37706731569
-2.365662	3.660066	28.1349558226	-28.3669091244	-206.007560177	-3.34586
-2.8702345728	2.788821	28.9190653641	-29.0319917252	-208.984230927	-1.2366975728
-2.177573	4.09027095905	29.0018907707	-29.1479316004	-203.527859311	-4.44838587715
-2.54052	3.53379692804	29.0364487429	-29.2848068725	-206.058037401	-3.14191078411
-2.53232803376	3.70143592205	29.8397534466	-30.0887083448	-204.886686844	-3.63663579992
-2.258122	4.16612427263	30.1559458766	-30.3474409097	-202.544293578	-4.75649481788
-1.915173	4.709315	31.0875973892	-30.9955747692	-199.154464611	-6.043118
