   2.2631399e+02   2.6000942e+04   1.8127093e+00
   2.2918294e+02   2.6201658e+04   1.8026314e+00
   2.2710874e+02   2.6119030e+04   1.8222093e+00
   2.2868871e+02   2.6142815e+04   1.7899603e+00
   2.2770189e+02   2.5979617e+04   1.8167477e+00
   2.2703002e+02   2.6171372e+04   1.8039006e+00
   2.2939647e+02   2.6303431e+04   1.8150209e+00
   2.2796429e+02   2.6169447e+04   1.8164316e+00
   2.2796347e+02   2.6009387e+04   1.8029616e+00
   2.2663554e+02   2.6159529e+04   1.7967933e+00
