   2.3216135e+02   2.6061981e+04   1.7814750e+00
   2.2499696e+02   2.6400454e+04   1.8183599e+00
   2.2619719e+02   2.5326681e+04   1.7810138e+00
   2.2149855e+02   2.6105611e+04   1.8288341e+00
   2.2388741e+02   2.5691248e+04   1.8015080e+00
   2.3013205e+02   2.6276628e+04   1.7519377e+00
   2.3262728e+02   2.5159076e+04   1.8295009e+00
   2.2861618e+02   2.6278681e+04   1.8497654e+00
   2.2935813e+02   2.5668472e+04   1.8052104e+00
   2.2594871e+02   2.6188470e+04   1.8099009e+00
   2.2609701e+02   2.6281774e+04   1.8121603e+00
   2.3306586e+02   2.6859727e+04   1.7400622e+00
   2.3539258e+02   2.6123968e+04   1.7974428e+00
   2.2747286e+02   2.6364742e+04   1.7953445e+00
   2.2384623e+02   2.6995250e+04   1.7870464e+00
   2.2012027e+02   2.6121474e+04   1.8079345e+00
   2.2134786e+02   2.7171391e+04   1.8403442e+00
   2.2987361e+02   2.5473369e+04   1.7635655e+00
   2.2244568e+02   2.6966840e+04   1.8227931e+00
   2.2159930e+02   2.6362916e+04   1.7612904e+00
   2.2227281e+02   2.6401907e+04   1.8343877e+00
   2.3484955e+02   2.6249423e+04   1.7122292e+00
   2.1661817e+02   2.5703225e+04   1.7502266e+00
   2.2006564e+02   2.5953513e+04   1.7933921e+00
   2.3390881e+02   2.5721377e+04   1.7928193e+00
   2.2020051e+02   2.7685281e+04   1.7967055e+00
   2.2331045e+02   2.7011307e+04   1.8345098e+00
   2.2634391e+02   2.6018720e+04   1.7346470e+00
   2.3149923e+02   2.6874376e+04   1.8007895e+00
   2.2928761e+02   2.6812149e+04   1.7356648e+00
   2.2642587e+02   2.6617995e+04   1.8755655e+00
   2.3426539e+02   2.7011936e+04   1.8043296e+00
   2.2567203e+02   2.7042620e+04   1.7980934e+00
   2.2254547e+02   2.5775052e+04   1.8316318e+00
   2.2883223e+02   2.6394631e+04   1.7876795e+00
   2.3928087e+02   2.6284980e+04   1.7435245e+00
   2.3028582e+02   2.5264139e+04   1.8581340e+00
   2.2713763e+02   2.5870290e+04   1.8240052e+00
   2.2602396e+02   2.6499346e+04   1.7951485e+00
   2.2776932e+02   2.5970142e+04   1.8169568e+00
   2.3065147e+02   2.5539884e+04   1.8266172e+00
   2.2615898e+02   2.6182101e+04   1.8319165e+00
   2.2736317e+02   2.6891733e+04   1.8202228e+00
   2.2917080e+02   2.5420104e+04   1.8421207e+00
   2.2980889e+02   2.6551469e+04   1.7817783e+00
   2.1735956e+02   2.6191330e+04   1.7831582e+00
   2.2366388e+02   2.6347905e+04   1.8682371e+00
   2.2443460e+02   2.5744782e+04   1.6941542e+00
   2.2655368e+02   2.5618198e+04   1.7585321e+00
   2.2092594e+02   2.5557890e+04   1.8003451e+00
