   2.3170816e+02   2.6279196e+04   1.7814707e+00
   2.2937670e+02   2.5664319e+04   1.8703145e+00
   2.1683408e+02   2.6262858e+04   1.8238506e+00
   2.3146883e+02   2.5901917e+04   1.8244426e+00
   2.2876363e+02   2.6147895e+04   1.7918522e+00
   2.1923889e+02   2.6288858e+04   1.8067337e+00
   2.2823286e+02   2.6082423e+04   1.8101188e+00
   2.2100343e+02   2.5833172e+04   1.7835248e+00
   2.2443680e+02   2.5589948e+04   1.8685623e+00
   2.3280501e+02   2.5929178e+04   1.8091316e+00
