   2.4093024e+02   2.7318367e+04   1.8618637e+00
   2.4593603e+02   2.5496424e+04   1.6202245e+00
   2.1627069e+02   2.5670984e+04   1.7524895e+00
   2.0755631e+02   2.8181499e+04   1.8700424e+00
   2.2211813e+02   2.7791311e+04   1.9765640e+00
   2.3431687e+02   2.6606131e+04   1.7654880e+00
   2.2826753e+02   2.3595251e+04   1.8008611e+00
   2.5356812e+02   2.4059945e+04   1.8378575e+00
   2.2395403e+02   2.5041361e+04   1.9021818e+00
   2.3798084e+02   2.4240387e+04   1.7140890e+00
   2.3524573e+02   2.4919253e+04   1.9004673e+00
   2.2677308e+02   2.6087664e+04   1.7986560e+00
   2.0614220e+02   2.5421562e+04   1.6266732e+00
   2.3952779e+02   2.3516667e+04   1.8605860e+00
   2.3962016e+02   2.4269027e+04   1.8480137e+00
   2.1353220e+02   2.4971048e+04   1.6831036e+00
   2.3240920e+02   2.5696195e+04   1.7434574e+00
   2.3576852e+02   2.5489861e+04   1.7111248e+00
   2.2895053e+02   2.8960793e+04   1.7927985e+00
   2.2245210e+02   2.6692837e+04   1.7441614e+00
   2.0836272e+02   2.5842519e+04   1.8713203e+00
   2.0765128e+02   2.5289095e+04   1.9275402e+00
   2.2832138e+02   2.5959753e+04   1.6887160e+00
   2.3908582e+02   2.3694949e+04   1.7418328e+00
   2.1505497e+02   2.3952150e+04   1.7471938e+00
   2.4656189e+02   2.4401226e+04   1.7916069e+00
   2.2910494e+02   2.4655684e+04   1.7607784e+00
   2.4016329e+02   2.7643172e+04   1.9095853e+00
   2.2754660e+02   2.4911561e+04   1.8264548e+00
   2.1709347e+02   2.4730974e+04   1.7237591e+00
   2.4505577e+02   2.5128834e+04   1.7742312e+00
   2.3895990e+02   2.5342190e+04   1.8500224e+00
   2.2214911e+02   2.5831663e+04   1.9222113e+00
   2.1994797e+02   2.4518216e+04   1.6268658e+00
   2.4494085e+02   2.6446853e+04   1.7448208e+00
   2.2099095e+02   2.4659234e+04   1.9331869e+00
   2.2620298e+02   2.6113069e+04   1.8232513e+00
   2.2724793e+02   2.7016074e+04   1.6692669e+00
   2.1687737e+02   2.6437702e+04   1.7650961e+00
   2.2233451e+02   2.3425363e+04   1.7550759e+00
   2.1971334e+02   2.4781757e+04   1.8537496e+00
   2.2290400e+02   2.6199440e+04   1.8453857e+00
   2.1721750e+02   2.4951882e+04   1.7924466e+00
   2.4290974e+02   2.5233933e+04   1.7040541e+00
   2.1111357e+02   2.6022228e+04   1.9930092e+00
   2.3365356e+02   2.5559557e+04   1.7822075e+00
   2.3042220e+02   2.7099675e+04   1.8241417e+00
   2.1143333e+02   2.7792002e+04   1.8375021e+00
   2.3825128e+02   2.4256522e+04   1.8162297e+00
   2.1090383e+02   2.5128506e+04   1.7894334e+00
