   2.2787577e+02   2.7440966e+04   1.8037926e+00
   2.2806021e+02   2.7449706e+04   1.8029421e+00
   2.2789502e+02   2.7520863e+04   1.8068240e+00
   2.2778174e+02   2.7411271e+04   1.8043970e+00
   2.2769099e+02   2.7428363e+04   1.8044433e+00
   2.2792294e+02   2.7485203e+04   1.8057297e+00
   2.2784764e+02   2.7443141e+04   1.8046266e+00
   2.2824044e+02   2.7431678e+04   1.8056749e+00
   2.2770544e+02   2.7478642e+04   1.8027244e+00
   2.2775130e+02   2.7422315e+04   1.8025047e+00
   2.2791139e+02   2.7478830e+04   1.8026343e+00
   2.2754157e+02   2.7459411e+04   1.8024393e+00
   2.2776818e+02   2.7454754e+04   1.8052114e+00
   2.2757932e+02   2.7447516e+04   1.8030206e+00
   2.2781834e+02   2.7447596e+04   1.8056235e+00
   2.2768347e+02   2.7454940e+04   1.8053026e+00
   2.2830274e+02   2.7421914e+04   1.8020844e+00
   2.2772457e+02   2.7488831e+04   1.8080203e+00
   2.2801901e+02   2.7439066e+04   1.8067487e+00
   2.2804631e+02   2.7455485e+04   1.7998423e+00
   2.2774067e+02   2.7505440e+04   1.8037798e+00
   2.2802041e+02   2.7440709e+04   1.8035947e+00
   2.2798576e+02   2.7438443e+04   1.8034099e+00
   2.2796222e+02   2.7421320e+04   1.8018477e+00
   2.2777513e+02   2.7438442e+04   1.8024205e+00
   2.2756578e+02   2.7438545e+04   1.8048214e+00
   2.2817071e+02   2.7418643e+04   1.8023318e+00
   2.2781537e+02   2.7456299e+04   1.8051076e+00
   2.2781360e+02   2.7453956e+04   1.8065387e+00
   2.2766889e+02   2.7417678e+04   1.8035767e+00
   2.2828291e+02   2.7423317e+04   1.8059111e+00
   2.2802342e+02   2.7449632e+04   1.8038127e+00
   2.2811079e+02   2.7468449e+04   1.8069581e+00
   2.2762416e+02   2.7451936e+04   1.8031758e+00
   2.2767452e+02   2.7461251e+04   1.8020810e+00
   2.2793466e+02   2.7473837e+04   1.8024208e+00
   2.2760439e+02   2.7491822e+04   1.8037408e+00
   2.2777416e+02   2.7454478e+04   1.8057369e+00
   2.2777387e+02   2.7419963e+04   1.8049708e+00
   2.2783583e+02   2.7458880e+04   1.8053607e+00
   2.2784775e+02   2.7404365e+04   1.8049317e+00
   2.2765933e+02   2.7417262e+04   1.8045485e+00
   2.2769376e+02   2.7444315e+04   1.8055614e+00
   2.2770185e+02   2.7459175e+04   1.8015183e+00
   2.2779080e+02   2.7408593e+04   1.8055432e+00
   2.2814198e+02   2.7392570e+04   1.8034045e+00
   2.2784833e+02   2.7441028e+04   1.8038289e+00
   2.2800501e+02   2.7421755e+04   1.8044805e+00
   2.2810170e+02   2.7434056e+04   1.8052853e+00
   2.2749129e+02   2.7459016e+04   1.8015243e+00
   2.2793951e+02   2.7424082e+04   1.8029364e+00
   2.2819929e+02   2.7405487e+04   1.8022101e+00
   2.2795118e+02   2.7449486e+04   1.8034220e+00
   2.2793736e+02   2.7398626e+04   1.8040309e+00
   2.2799054e+02   2.7440810e+04   1.8057384e+00
   2.2817516e+02   2.7460386e+04   1.8069597e+00
   2.2787287e+02   2.7436298e+04   1.8050544e+00
   2.2798866e+02   2.7470383e+04   1.8032140e+00
   2.2787020e+02   2.7471866e+04   1.8082971e+00
   2.2770702e+02   2.7490013e+04   1.8039072e+00
   2.2747803e+02   2.7389156e+04   1.8048008e+00
   2.2799646e+02   2.7415698e+04   1.8058649e+00
   2.2792605e+02   2.7417444e+04   1.8075216e+00
   2.2833685e+02   2.7390707e+04   1.8045660e+00
   2.2786721e+02   2.7416927e+04   1.8009109e+00
   2.2784955e+02   2.7446568e+04   1.8073818e+00
   2.2794398e+02   2.7394594e+04   1.8049619e+00
   2.2791397e+02   2.7445366e+04   1.8000851e+00
   2.2802147e+02   2.7456799e+04   1.8073963e+00
   2.2809231e+02   2.7417561e+04   1.8046632e+00
   2.2774081e+02   2.7467968e+04   1.8054445e+00
   2.2778207e+02   2.7451730e+04   1.8030850e+00
   2.2745483e+02   2.7425610e+04   1.8048702e+00
   2.2760469e+02   2.7431999e+04   1.8032560e+00
   2.2739788e+02   2.7438588e+04   1.8069162e+00
   2.2779961e+02   2.7423739e+04   1.8027968e+00
   2.2797012e+02   2.7400611e+04   1.8061011e+00
   2.2826217e+02   2.7396026e+04   1.8036064e+00
   2.2793517e+02   2.7482075e+04   1.8046380e+00
   2.2756771e+02   2.7461785e+04   1.8048067e+00
   2.2763437e+02   2.7431346e+04   1.8045253e+00
   2.2792255e+02   2.7454022e+04   1.8044860e+00
   2.2788419e+02   2.7440346e+04   1.8074650e+00
   2.2818172e+02   2.7434929e+04   1.8045625e+00
   2.2822475e+02   2.7427171e+04   1.8029509e+00
   2.2759965e+02   2.7426344e+04   1.8055201e+00
   2.2790073e+02   2.7387443e+04   1.8042984e+00
   2.2766971e+02   2.7432544e+04   1.8027311e+00
   2.2804478e+02   2.7402963e+04   1.8041367e+00
   2.2799675e+02   2.7373911e+04   1.7999935e+00
   2.2810729e+02   2.7470182e+04   1.8040256e+00
   2.2786393e+02   2.7507950e+04   1.8039974e+00
   2.2773602e+02   2.7412842e+04   1.8070612e+00
   2.2787292e+02   2.7442607e+04   1.8031055e+00
   2.2789555e+02   2.7463144e+04   1.8048091e+00
   2.2805548e+02   2.7444033e+04   1.8038935e+00
   2.2766676e+02   2.7429681e+04   1.8038564e+00
   2.2760871e+02   2.7452744e+04   1.8033862e+00
   2.2783709e+02   2.7462995e+04   1.8046057e+00
   2.2769866e+02   2.7456463e+04   1.8058115e+00
