   2.3860649e+02   2.5954954e+04   1.7472671e+00
   2.2069553e+02   2.6801135e+04   1.8394792e+00
   2.2369611e+02   2.4116702e+04   1.7461139e+00
   2.1194951e+02   2.6064027e+04   1.8656646e+00
   2.1792165e+02   2.5028121e+04   1.7973495e+00
   2.3353326e+02   2.6491570e+04   1.6734238e+00
   2.3977132e+02   2.3697690e+04   1.8673317e+00
   2.2974358e+02   2.6496702e+04   1.9179931e+00
   2.3159844e+02   2.4971180e+04   1.8066055e+00
   2.2307489e+02   2.6271176e+04   1.8183318e+00
   2.2344565e+02   2.6504435e+04   1.8239802e+00
   2.4086777e+02   2.7949318e+04   1.6437350e+00
   2.4668458e+02   2.6109920e+04   1.7871866e+00
   2.2688527e+02   2.6711854e+04   1.7819408e+00
   2.1781870e+02   2.8288125e+04   1.7611954e+00
   2.0850380e+02   2.6103685e+04   1.8134156e+00
   2.1157278e+02   2.8728477e+04   1.8944400e+00
   2.3288716e+02   2.4483422e+04   1.7024933e+00
   2.1431732e+02   2.8217101e+04   1.8505623e+00
   2.1220139e+02   2.6707291e+04   1.6968055e+00
   2.1388515e+02   2.6804767e+04   1.8795488e+00
   2.4532699e+02   2.6423558e+04   1.5741524e+00
   1.9974856e+02   2.5058063e+04   1.6691461e+00
   2.0836722e+02   2.5683783e+04   1.7770598e+00
   2.4297515e+02   2.5103443e+04   1.7756278e+00
   2.0870439e+02   3.0013203e+04   1.7853433e+00
   2.1647926e+02   2.8328268e+04   1.8798541e+00
   2.2406291e+02   2.5846800e+04   1.6301971e+00
   2.3695121e+02   2.7985939e+04   1.7955531e+00
   2.3142214e+02   2.7830372e+04   1.6327416e+00
   2.2426781e+02   2.7344987e+04   1.9824933e+00
   2.4386661e+02   2.8329839e+04   1.8044036e+00
   2.2238320e+02   2.8406551e+04   1.7888130e+00
   2.1456680e+02   2.5237630e+04   1.8726590e+00
   2.3028369e+02   2.6786579e+04   1.7627782e+00
   2.5640529e+02   2.6512449e+04   1.6523907e+00
   2.3391767e+02   2.3960347e+04   1.9389145e+00
   2.2604721e+02   2.5475725e+04   1.8535924e+00
   2.2326302e+02   2.7048365e+04   1.7814506e+00
   2.2762642e+02   2.5725355e+04   1.8359715e+00
   2.3483179e+02   2.4649709e+04   1.8601225e+00
   2.2360057e+02   2.6255253e+04   1.8733706e+00
   2.2661105e+02   2.8029332e+04   1.8441365e+00
   2.3113012e+02   2.4350260e+04   1.8988813e+00
   2.3272536e+02   2.7178674e+04   1.7480252e+00
   2.0160204e+02   2.6278324e+04   1.7514749e+00
   2.1736282e+02   2.6669763e+04   1.9641723e+00
   2.1928963e+02   2.5161955e+04   1.5289649e+00
   2.2458733e+02   2.4845496e+04   1.6899097e+00
   2.1051799e+02   2.4694725e+04   1.7944422e+00
