   2.4093024e+02   2.8684285e+04   1.8618637e+00
   2.4593603e+02   2.6771245e+04   1.6202245e+00
   2.1627069e+02   2.6954533e+04   1.7524895e+00
   2.0755631e+02   2.9590573e+04   1.8700424e+00
   2.2211813e+02   2.9180877e+04   1.9765640e+00
   2.3431687e+02   2.7936438e+04   1.7654880e+00
   2.2826753e+02   2.4775014e+04   1.8008611e+00
   2.5356812e+02   2.5262942e+04   1.8378575e+00
   2.2395403e+02   2.6293429e+04   1.9021818e+00
   2.3798084e+02   2.5452406e+04   1.7140890e+00
   2.3524573e+02   2.6165216e+04   1.9004673e+00
   2.2677308e+02   2.7392047e+04   1.7986560e+00
   2.0614220e+02   2.6692640e+04   1.6266732e+00
   2.3952779e+02   2.4692500e+04   1.8605860e+00
   2.3962016e+02   2.5482479e+04   1.8480137e+00
   2.1353220e+02   2.6219600e+04   1.6831036e+00
   2.3240920e+02   2.6981005e+04   1.7434574e+00
   2.3576852e+02   2.6764354e+04   1.7111248e+00
   2.2895053e+02   3.0408833e+04   1.7927985e+00
   2.2245210e+02   2.8027478e+04   1.7441614e+00
   2.0836272e+02   2.7134645e+04   1.8713203e+00
   2.0765128e+02   2.6553550e+04   1.9275402e+00
   2.2832138e+02   2.7257741e+04   1.6887160e+00
   2.3908582e+02   2.4879697e+04   1.7418328e+00
   2.1505497e+02   2.5149758e+04   1.7471938e+00
   2.4656189e+02   2.5621288e+04   1.7916069e+00
   2.2910494e+02   2.5888468e+04   1.7607784e+00
   2.4016329e+02   2.9025331e+04   1.9095853e+00
   2.2754660e+02   2.6157139e+04   1.8264548e+00
   2.1709347e+02   2.5967523e+04   1.7237591e+00
   2.4505577e+02   2.6385275e+04   1.7742312e+00
   2.3895990e+02   2.6609299e+04   1.8500224e+00
   2.2214911e+02   2.7123246e+04   1.9222113e+00
   2.1994797e+02   2.5744127e+04   1.6268658e+00
   2.4494085e+02   2.7769195e+04   1.7448208e+00
   2.2099095e+02   2.5892196e+04   1.9331869e+00
   2.2620298e+02   2.7418723e+04   1.8232513e+00
   2.2724793e+02   2.8366878e+04   1.6692669e+00
   2.1687737e+02   2.7759587e+04   1.7650961e+00
   2.2233451e+02   2.4596631e+04   1.7550759e+00
   2.1971334e+02   2.6020845e+04   1.8537496e+00
   2.2290400e+02   2.7509412e+04   1.8453857e+00
   2.1721750e+02   2.6199476e+04   1.7924466e+00
   2.4290974e+02   2.6495630e+04   1.7040541e+00
   2.1111357e+02   2.7323339e+04   1.9930092e+00
   2.3365356e+02   2.6837534e+04   1.7822075e+00
   2.3042220e+02   2.8454659e+04   1.8241417e+00
   2.1143333e+02   2.9181602e+04   1.8375021e+00
   2.3825128e+02   2.5469348e+04   1.8162297e+00
   2.1090383e+02   2.6384932e+04   1.7894334e+00
