#
# Generated by TestAAcombiMolecule
#

#
# Number of peptides
#
param n := 10;

#
# Number of rotamers for each peptide
#
param rCount :=
1 20
2 20
3 20
4 20
5 20
6 20
7 20
8 20
9 20
10 20
;
#
# Indices of Protein-Rotamer interactions
#
set ValidInterIndices :=
(1,1)
(1,2)
(1,3)
(1,4)
(1,5)
(1,6)
(1,7)
(1,8)
(1,9)
(1,10)
(1,11)
(1,12)
(1,13)
(1,14)
(1,15)
(1,16)
(1,17)
(1,18)
(1,19)
(1,20)
(2,1)
(2,2)
(2,3)
(2,4)
(2,5)
(2,6)
(2,7)
(2,8)
(2,9)
(2,10)
(2,11)
(2,12)
(2,13)
(2,14)
(2,15)
(2,16)
(2,17)
(2,18)
(2,19)
(2,20)
(3,1)
(3,2)
(3,3)
(3,4)
(3,5)
(3,6)
(3,7)
(3,8)
(3,9)
(3,10)
(3,11)
(3,12)
(3,13)
(3,14)
(3,15)
(3,16)
(3,17)
(3,18)
(3,19)
(3,20)
(4,1)
(4,2)
(4,3)
(4,4)
(4,5)
(4,6)
(4,7)
(4,8)
(4,9)
(4,10)
(4,11)
(4,12)
(4,13)
(4,14)
(4,15)
(4,16)
(4,17)
(4,18)
(4,19)
(4,20)
(5,1)
(5,2)
(5,3)
(5,4)
(5,5)
(5,6)
(5,7)
(5,8)
(5,9)
(5,10)
(5,11)
(5,12)
(5,13)
(5,14)
(5,15)
(5,16)
(5,17)
(5,18)
(5,19)
(5,20)
(6,1)
(6,2)
(6,3)
(6,4)
(6,5)
(6,6)
(6,7)
(6,8)
(6,9)
(6,10)
(6,11)
(6,12)
(6,13)
(6,14)
(6,15)
(6,16)
(6,17)
(6,18)
(6,19)
(6,20)
(7,1)
(7,2)
(7,3)
(7,4)
(7,5)
(7,6)
(7,7)
(7,8)
(7,9)
(7,10)
(7,11)
(7,12)
(7,13)
(7,14)
(7,15)
(7,16)
(7,17)
(7,18)
(7,19)
(7,20)
(8,1)
(8,2)
(8,3)
(8,4)
(8,5)
(8,6)
(8,7)
(8,8)
(8,9)
(8,10)
(8,11)
(8,12)
(8,13)
(8,14)
(8,15)
(8,16)
(8,17)
(8,18)
(8,19)
(8,20)
(9,1)
(9,2)
(9,3)
(9,4)
(9,5)
(9,6)
(9,7)
(9,8)
(9,9)
(9,10)
(9,11)
(9,12)
(9,13)
(9,14)
(9,15)
(9,16)
(9,17)
(9,18)
(9,19)
(9,20)
(10,1)
(10,2)
(10,3)
(10,4)
(10,5)
(10,6)
(10,7)
(10,8)
(10,9)
(10,10)
(10,11)
(10,12)
(10,13)
(10,14)
(10,15)
(10,16)
(10,17)
(10,18)
(10,19)
(10,20)
;
#
# Protein-Rotamer energies
#
param E_inter := [*,*]
1 1 -8.58369
1 2 -18.046
1 3 -16.1703
1 4 -16.22
1 5 -14.3499
1 6 -17.6737
1 7 -17.3718
1 8 -7.95991
1 9 -9.52959
1 10 -13.635
1 11 -15.9653
1 12 -16.8306
1 13 -13.3152
1 14 -11.1023
1 15 -12.54
1 16 -8.17971
1 17 -17.0463
1 18 -15.6392
1 19 -9.36392
1 20 -15.3868
2 1 -10.6397
2 2 -18.7742
2 3 -14.7946
2 4 -15.2494
2 5 -14.0493
2 6 -15.8109
2 7 -17.4824
2 8 -7.6632
2 9 -4.92481
2 10 -9.33427
2 11 -17.1476
2 12 -16.6229
2 13 -14.8554
2 14 -12.7674
2 15 -12.1666
2 16 -8.31641
2 17 -19.8193
2 18 -14.8946
2 19 -6.09819
2 20 -16.313
3 1 -8.91078
3 2 -11.0449
3 3 -10.3025
3 4 -10.5807
3 5 -10.0254
3 6 -10.9948
3 7 -10.8575
3 8 -8.45007
3 9 -7.43386
3 10 -10.1531
3 11 -10.6643
3 12 -10.0328
3 13 -10.7583
3 14 -9.63767
3 15 -9.57498
3 16 -6.55861
3 17 -13.3185
3 18 -11.4918
3 19 -6.33969
3 20 -10.9442
4 1 -5.94196
4 2 -10.9022
4 3 -11.9465
4 4 -11.8662
4 5 -9.63453
4 6 -12.5679
4 7 -12.2409
4 8 -5.8436
4 9 -10.0954
4 10 -10.0336
4 11 -10.7023
4 12 -10.1722
4 13 -10.1066
4 14 -8.47938
4 15 -9.23581
4 16 -7.09283
4 17 -13.4185
4 18 -10.6712
4 19 -7.04837
4 20 -15.2729
5 1 -6.02485
5 2 -12.8886
5 3 -11.4012
5 4 -11.4421
5 5 -10.7229
5 6 -11.6287
5 7 -11.5719
5 8 -5.03175
5 9 -8.39805
5 10 -11.9643
5 11 -11.7271
5 12 -11.6707
5 13 -11.828
5 14 -9.45144
5 15 -10.1151
5 16 -7.19834
5 17 -14.8447
5 18 -12.2839
5 19 -7.03899
5 20 -12.2071
6 1 -7.60345
6 2 -17.1777
6 3 -11.126
6 4 -12.3954
6 5 -13.0175
6 6 -15.5757
6 7 -14.9747
6 8 -2.383
6 9 -0.651849
6 10 2.66159
6 11 -9.94054
6 12 -4.76301
6 13 -6.16577
6 14 -8.17692
6 15 -12.4631
6 16 -7.28352
6 17 -7.74142
6 18 -10.4204
6 19 -2.41256
6 20 -12.0885
7 1 -9.3566
7 2 -13.7699
7 3 -12.4753
7 4 -12.3221
7 5 -10.9826
7 6 -12.8465
7 7 -12.5997
7 8 -4.81433
7 9 -8.62432
7 10 -12.131
7 11 -12.9571
7 12 -11.9217
7 13 -13.3302
7 14 -11.5355
7 15 -10.3248
7 16 -9.53104
7 17 -8.69767
7 18 -12.5925
7 19 -3.46447
7 20 -13.9458
8 1 -9.16936
8 2 -11.9494
8 3 -4.90259
8 4 -7.60254
8 5 -10.7583
8 6 -10.9018
8 7 -11.3773
8 8 -2.26408
8 9 -1.64212
8 10 -4.36304
8 11 -11.7962
8 12 -10.3943
8 13 -5.69111
8 14 -3.22498
8 15 -6.18972
8 16 -5.02532
8 17 -13.3538
8 18 -11.9847
8 19 -5.76938
8 20 -6.18952
9 1 -10.5265
9 2 -13.8047
9 3 -7.86206
9 4 -7.95102
9 5 -8.5747
9 6 -13.4159
9 7 -11.0937
9 8 -8.44916
9 9 -4.80643
9 10 -13.1325
9 11 -12.756
9 12 -13.1603
9 13 -13.5651
9 14 -5.85663
9 15 -7.27185
9 16 -2.4568
9 17 -14.174
9 18 -14.0517
9 19 -1.53817
9 20 -13.8509
10 1 -8.64846
10 2 -15.2689
10 3 -12.4741
10 4 -5.79496
10 5 -9.30295
10 6 -11.486
10 7 -11.7859
10 8 -8.0703
10 9 -3.84035
10 10 -11.9729
10 11 -13.4293
10 12 -12.7821
10 13 -7.57575
10 14 -5.23179
10 15 -8.7382
10 16 -7.03085
10 17 -11.9588
10 18 -9.14117
10 19 -5.49658
10 20 -8.11874
;
#
# Indices of Rotamer-Rotamer interactions
#
set ValidIntraIndices :=
(1,1,2,1)
(1,1,2,2)
(1,1,2,3)
(1,1,2,4)
(1,1,2,5)
(1,1,2,6)
(1,1,2,7)
(1,1,2,8)
(1,1,2,9)
(1,1,2,10)
(1,1,2,11)
(1,1,2,12)
(1,1,2,13)
(1,1,2,14)
(1,1,2,15)
(1,1,2,16)
(1,1,2,17)
(1,1,2,18)
(1,1,2,19)
(1,1,2,20)
(1,1,3,1)
(1,1,3,2)
(1,1,3,3)
(1,1,3,4)
(1,1,3,5)
(1,1,3,6)
(1,1,3,7)
(1,1,3,8)
(1,1,3,9)
(1,1,3,10)
(1,1,3,11)
(1,1,3,12)
(1,1,3,13)
(1,1,3,14)
(1,1,3,15)
(1,1,3,16)
(1,1,3,17)
(1,1,3,18)
(1,1,3,19)
(1,1,3,20)
(1,1,4,1)
(1,1,4,2)
(1,1,4,3)
(1,1,4,4)
(1,1,4,5)
(1,1,4,6)
(1,1,4,7)
(1,1,4,8)
(1,1,4,9)
(1,1,4,10)
(1,1,4,11)
(1,1,4,12)
(1,1,4,13)
(1,1,4,14)
(1,1,4,15)
(1,1,4,16)
(1,1,4,17)
(1,1,4,18)
(1,1,4,19)
(1,1,4,20)
(1,1,5,1)
(1,1,5,2)
(1,1,5,3)
(1,1,5,4)
(1,1,5,5)
(1,1,5,6)
(1,1,5,7)
(1,1,5,8)
(1,1,5,9)
(1,1,5,10)
(1,1,5,11)
(1,1,5,12)
(1,1,5,13)
(1,1,5,14)
(1,1,5,15)
(1,1,5,16)
(1,1,5,17)
(1,1,5,18)
(1,1,5,19)
(1,1,5,20)
(1,1,6,1)
(1,1,6,2)
(1,1,6,3)
(1,1,6,4)
(1,1,6,5)
(1,1,6,6)
(1,1,6,7)
(1,1,6,8)
(1,1,6,9)
(1,1,6,10)
(1,1,6,11)
(1,1,6,12)
(1,1,6,13)
(1,1,6,14)
(1,1,6,15)
(1,1,6,16)
(1,1,6,17)
(1,1,6,18)
(1,1,6,19)
(1,1,6,20)
(1,1,7,1)
(1,1,7,2)
(1,1,7,3)
(1,1,7,4)
(1,1,7,5)
(1,1,7,6)
(1,1,7,7)
(1,1,7,8)
(1,1,7,9)
(1,1,7,10)
(1,1,7,11)
(1,1,7,12)
(1,1,7,13)
(1,1,7,14)
(1,1,7,15)
(1,1,7,16)
(1,1,7,17)
(1,1,7,18)
(1,1,7,19)
(1,1,7,20)
(1,1,8,1)
(1,1,8,2)
(1,1,8,3)
(1,1,8,4)
(1,1,8,5)
(1,1,8,6)
(1,1,8,7)
(1,1,8,8)
(1,1,8,9)
(1,1,8,10)
(1,1,8,11)
(1,1,8,12)
(1,1,8,13)
(1,1,8,14)
(1,1,8,15)
(1,1,8,16)
(1,1,8,17)
(1,1,8,18)
(1,1,8,19)
(1,1,8,20)
(1,1,9,1)
(1,1,9,2)
(1,1,9,3)
(1,1,9,4)
(1,1,9,5)
(1,1,9,6)
(1,1,9,7)
(1,1,9,8)
(1,1,9,9)
(1,1,9,10)
(1,1,9,11)
(1,1,9,12)
(1,1,9,13)
(1,1,9,14)
(1,1,9,15)
(1,1,9,16)
(1,1,9,17)
(1,1,9,18)
(1,1,9,19)
(1,1,9,20)
(1,1,10,1)
(1,1,10,2)
(1,1,10,3)
(1,1,10,4)
(1,1,10,5)
(1,1,10,6)
(1,1,10,7)
(1,1,10,8)
(1,1,10,9)
(1,1,10,10)
(1,1,10,11)
(1,1,10,12)
(1,1,10,13)
(1,1,10,14)
(1,1,10,15)
(1,1,10,16)
(1,1,10,17)
(1,1,10,18)
(1,1,10,19)
(1,1,10,20)
(1,2,2,1)
(1,2,2,2)
(1,2,2,3)
(1,2,2,4)
(1,2,2,5)
(1,2,2,6)
(1,2,2,7)
(1,2,2,8)
(1,2,2,9)
(1,2,2,10)
(1,2,2,11)
(1,2,2,12)
(1,2,2,13)
(1,2,2,14)
(1,2,2,15)
(1,2,2,16)
(1,2,2,17)
(1,2,2,18)
(1,2,2,19)
(1,2,2,20)
(1,2,3,1)
(1,2,3,2)
(1,2,3,3)
(1,2,3,4)
(1,2,3,5)
(1,2,3,6)
(1,2,3,7)
(1,2,3,8)
(1,2,3,9)
(1,2,3,10)
(1,2,3,11)
(1,2,3,12)
(1,2,3,13)
(1,2,3,14)
(1,2,3,15)
(1,2,3,16)
(1,2,3,17)
(1,2,3,18)
(1,2,3,19)
(1,2,3,20)
(1,2,4,1)
(1,2,4,2)
(1,2,4,3)
(1,2,4,4)
(1,2,4,5)
(1,2,4,6)
(1,2,4,7)
(1,2,4,8)
(1,2,4,9)
(1,2,4,10)
(1,2,4,11)
(1,2,4,12)
(1,2,4,13)
(1,2,4,14)
(1,2,4,15)
(1,2,4,16)
(1,2,4,17)
(1,2,4,18)
(1,2,4,19)
(1,2,4,20)
(1,2,5,1)
(1,2,5,2)
(1,2,5,3)
(1,2,5,4)
(1,2,5,5)
(1,2,5,6)
(1,2,5,7)
(1,2,5,8)
(1,2,5,9)
(1,2,5,10)
(1,2,5,11)
(1,2,5,12)
(1,2,5,13)
(1,2,5,14)
(1,2,5,15)
(1,2,5,16)
(1,2,5,17)
(1,2,5,18)
(1,2,5,19)
(1,2,5,20)
(1,2,6,1)
(1,2,6,2)
(1,2,6,3)
(1,2,6,4)
(1,2,6,5)
(1,2,6,6)
(1,2,6,7)
(1,2,6,8)
(1,2,6,9)
(1,2,6,10)
(1,2,6,11)
(1,2,6,12)
(1,2,6,13)
(1,2,6,14)
(1,2,6,15)
(1,2,6,16)
(1,2,6,17)
(1,2,6,18)
(1,2,6,19)
(1,2,6,20)
(1,2,7,1)
(1,2,7,2)
(1,2,7,3)
(1,2,7,4)
(1,2,7,5)
(1,2,7,6)
(1,2,7,7)
(1,2,7,8)
(1,2,7,9)
(1,2,7,10)
(1,2,7,11)
(1,2,7,12)
(1,2,7,13)
(1,2,7,14)
(1,2,7,15)
(1,2,7,16)
(1,2,7,17)
(1,2,7,18)
(1,2,7,19)
(1,2,7,20)
(1,2,8,1)
(1,2,8,2)
(1,2,8,3)
(1,2,8,4)
(1,2,8,5)
(1,2,8,6)
(1,2,8,7)
(1,2,8,8)
(1,2,8,9)
(1,2,8,10)
(1,2,8,11)
(1,2,8,12)
(1,2,8,13)
(1,2,8,14)
(1,2,8,15)
